date,open,high,low,close,volume
2024-01-02,250.08,251.25,244.41,248.42,104654203
2024-01-03,244.98,245.68,236.32,238.45,121082602
2024-01-04,239.25,242.7,237.73,237.93,102629297
2024-01-05,236.86,240.1196,234.9001,237.49,92488945
2024-01-08,236.14,241.25,235.3,240.45,85166578
2024-01-09,238.11,238.9646,232.04,234.96,96705664
2024-01-10,235.1,235.5,231.29,233.94,91628492
2024-01-11,230.57,230.93,225.37,227.22,105873602
2024-01-12,220.08,225.34,217.1501,218.89,123043797
2024-01-16,215.1,223.49,212.18,219.91,115355000
2024-01-17,214.86,215.67,212.01,215.55,103164398
2024-01-18,216.88,217.45,208.74,211.88,108595398
2024-01-19,209.99,213.19,207.56,212.19,102260305
2024-01-22,212.26,217.8,206.27,208.8,117952492
2024-01-23,211.3,215.65,207.7516,209.14,106605906
2024-01-24,211.88,212.73,206.77,207.83,123369906
2024-01-25,189.7,193,180.06,182.63,198076797
2024-01-26,185.5,186.78,182.1,183.25,107343203
2024-01-29,185.63,191.48,183.67,190.93,125013102
2024-01-30,195.33,196.3593,190.61,191.59,109982305
2024-01-31,186.995,193.97,185.8459,187.29,103221398
2024-02-01,188.5,189.88,184.28,188.86,91843281
2024-02-02,185.04,188.69,182,187.91,110612703
2024-02-05,184.26,184.68,175.01,181.06,134294406
2024-02-06,177.21,186.49,177.11,185.1,122676000
2024-02-07,188.18,189.79,182.68,187.58,111535203
2024-02-08,189,191.6171,185.58,189.56,83034039
2024-02-09,190.18,194.12,189.48,193.57,84476352
2024-02-12,192.11,194.73,187.28,188.13,95498602
2024-02-13,183.99,187.26,182.1087,184.02,86759477
2024-02-14,185.3,188.89,183.35,188.71,81202992
2024-02-15,189.16,200.88,188.8595,200.45,120831797
2024-02-16,202.06,203.17,197.4,199.95,111346703
2024-02-20,196.13,198.6,189.13,193.76,104545797
2024-02-21,193.36,199.44,191.95,194.77,103844000
2024-02-22,194,198.32,191.36,197.41,92739453
2024-02-23,195.31,197.57,191.5,191.97,78841922
2024-02-26,192.29,201.78,192,199.4,111747102
2024-02-27,204.04,205.6,198.26,199.73,108645398
2024-02-28,200.42,205.3,198.44,202.04,99806172
2024-02-29,204.18,205.28,198.4463,201.88,85906969
2024-03-01,200.52,204.52,198.5,202.64,82243119
